ComplaintText,Category,Urgency,Area,Latitude,Longitude
Voltage fluctuations in Vidyagiri Circle are damaging electrical appliances.,Electricity,Low,Vidyagiri Circle,15.342278,75.114357
Streetlights not working at KHB Colony Block for many nights; area is dark and unsafe.,Electricity,Low,KHB Colony Block,15.391073,75.151478
Frequent power cuts in Gandhi Chowk Park causing problems for shops and households.,Electricity,Medium,Gandhi Chowk Park,15.391175,75.153413
Frequent power cuts in Hosayellapur Junction causing problems for shops and households.,Electricity,Low,Hosayellapur Junction,15.348011,75.094503
Voltage fluctuations in Madhalawada Phase 2 are damaging electrical appliances.,Electricity,Medium,Madhalawada Phase 2,15.370756,75.102606
Voltage fluctuations in Court Road Circle are damaging electrical appliances.,Electricity,High,Court Road Circle,15.366689,75.125867
Voltage fluctuations in Kinnal Road Colony are damaging electrical appliances.,Electricity,Medium,Kinnal Road Colony,15.344225,75.134324
Voltage fluctuations in Cotton Market Colony are damaging electrical appliances.,Electricity,Low,Cotton Market Colony,15.348275,75.149339
Frequent power cuts in Karnataka Bank Junction Block causing problems for shops and households.,Electricity,Low,Karnataka Bank Junction Block,15.392008,75.118941
Streetlights not working at Ganeshpet Lane for many nights; area is dark and unsafe.,Electricity,High,Ganeshpet Lane,15.392849,75.117552
Voltage fluctuations in Shanti Nagar Extension are damaging electrical appliances.,Electricity,Low,Shanti Nagar Extension,15.388325,75.12158
Voltage fluctuations in Navanagar Junction are damaging electrical appliances.,Electricity,Low,Navanagar Junction,15.334721,75.10858
Voltage fluctuations in Gokak Road Main Road are damaging electrical appliances.,Electricity,Medium,Gokak Road Main Road,15.390083,75.130287
Frequent power cuts in Koppikar Road Bazaar causing problems for shops and households.,Electricity,Low,Koppikar Road Bazaar,15.343118,75.122356
Frequent power cuts in Kelgeri Lake Main Road causing problems for shops and households.,Electricity,Medium,Kelgeri Lake Main Road,15.344267,75.118641
Frequent power cuts in Police Colony Colony causing problems for shops and households.,Electricity,Medium,Police Colony Colony,15.355724,75.107078
Frequent power cuts in Jubilee Circle Lane causing problems for shops and households.,Electricity,Low,Jubilee Circle Lane,15.342108,75.137879
Frequent power cuts in Appa Ghar Block causing problems for shops and households.,Electricity,Medium,Appa Ghar Block,15.343245,75.110028
Frequent power cuts in Kamalakshi Layout Colony causing problems for shops and households.,Electricity,Low,Kamalakshi Layout Colony,15.365937,75.124954
Voltage fluctuations in Vasavi Colony Market are damaging electrical appliances.,Electricity,Low,Vasavi Colony Market,15.348631,75.119796
Frequent power cuts in Bendre Layout Phase 2 causing problems for shops and households.,Electricity,Low,Bendre Layout Phase 2,15.371302,75.102721
Voltage fluctuations in Ramnagar Street are damaging electrical appliances.,Electricity,Medium,Ramnagar Street,15.351026,75.152778
Streetlights not working at Mahamane Layout Phase 1 for many nights; area is dark and unsafe.,Electricity,High,Mahamane Layout Phase 1,15.362692,75.128599
Voltage fluctuations in Patel Road Park are damaging electrical appliances.,Electricity,Low,Patel Road Park,15.363938,75.110966
Frequent power cuts in Court Road Market causing problems for shops and households.,Electricity,High,Court Road Market,15.378606,75.151084
Frequent power cuts in Vidyanagar Cross causing problems for shops and households.,Electricity,Low,Vidyanagar Cross,15.374595,75.143703
Streetlights not working at Station Road Street for many nights; area is dark and unsafe.,Electricity,High,Station Road Street,15.341011,75.139697
Voltage fluctuations in Harolal Road Street are damaging electrical appliances.,Electricity,Low,Harolal Road Street,15.388984,75.131916
Streetlights not working at Kamalakshi Layout Park for many nights; area is dark and unsafe.,Electricity,Low,Kamalakshi Layout Park,15.349775,75.1149
Frequent power cuts in Shivalli Circle causing problems for shops and households.,Electricity,Low,Shivalli Circle,15.363833,75.128647
Voltage fluctuations in Idgah Ground Phase 2 are damaging electrical appliances.,Electricity,Medium,Idgah Ground Phase 2,15.350645,75.153338
Voltage fluctuations in Bendre Layout Park are damaging electrical appliances.,Electricity,Medium,Bendre Layout Park,15.371098,75.127437
Voltage fluctuations in Sindgi Cross Park are damaging electrical appliances.,Electricity,Low,Sindgi Cross Park,15.374753,75.096026
Voltage fluctuations in Hubballi Railway Station Colony are damaging electrical appliances.,Electricity,Low,Hubballi Railway Station Colony,15.373261,75.099415
Frequent power cuts in Unkal Lake Street causing problems for shops and households.,Electricity,Low,Unkal Lake Street,15.349017,75.128307
Voltage fluctuations in Patel Road Park are damaging electrical appliances.,Electricity,Medium,Patel Road Park,15.358325,75.138159
Voltage fluctuations in Siddeshwar Road Market are damaging electrical appliances.,Electricity,Low,Siddeshwar Road Market,15.385834,75.127901
Frequent power cuts in Court Road Market causing problems for shops and households.,Electricity,Low,Court Road Market,15.38349,75.131187
Streetlights not working at Vasavi Colony Phase 2 for many nights; area is dark and unsafe.,Electricity,Low,Vasavi Colony Phase 2,15.336238,75.127516
Voltage fluctuations in Tilakwadi are damaging electrical appliances.,Electricity,Low,Tilakwadi,15.340628,75.14874
Frequent power cuts in Mahadevapura Cross causing problems for shops and households.,Electricity,Low,Mahadevapura Cross,15.385666,75.108711
Voltage fluctuations in Bendre Layout Block are damaging electrical appliances.,Electricity,Medium,Bendre Layout Block,15.393115,75.108422
Frequent power cuts in Gandhinagar Park causing problems for shops and households.,Electricity,Medium,Gandhinagar Park,15.376646,75.131588
Frequent power cuts in Shivanahalli Street causing problems for shops and households.,Electricity,Medium,Shivanahalli Street,15.380949,75.126337
Voltage fluctuations in Kamalakshi Layout Main Road are damaging electrical appliances.,Electricity,Medium,Kamalakshi Layout Main Road,15.355612,75.142428
Frequent power cuts in Gandhi Chowk Phase 2 causing problems for shops and households.,Electricity,Medium,Gandhi Chowk Phase 2,15.371684,75.137892
Frequent power cuts in Harolal Road Phase 2 causing problems for shops and households.,Electricity,Medium,Harolal Road Phase 2,15.35305,75.14835
Voltage fluctuations in Unkal Lake Layout are damaging electrical appliances.,Electricity,Medium,Unkal Lake Layout,15.372008,75.131869
Streetlights not working at Shivanahalli Extension for many nights; area is dark and unsafe.,Electricity,Medium,Shivanahalli Extension,15.386059,75.122626
Streetlights not working at Akash Nagar Phase 1 for many nights; area is dark and unsafe.,Electricity,Low,Akash Nagar Phase 1,15.379986,75.151059
Frequent power cuts in Kamalakshi Layout Phase 1 causing problems for shops and households.,Electricity,High,Kamalakshi Layout Phase 1,15.369611,75.14803
Voltage fluctuations in Patel Road Lane are damaging electrical appliances.,Electricity,Low,Patel Road Lane,15.380106,75.125795
Voltage fluctuations in Shanti Nagar Layout are damaging electrical appliances.,Electricity,Low,Shanti Nagar Layout,15.346617,75.098933
Voltage fluctuations in Sindgi Cross Lane are damaging electrical appliances.,Electricity,Medium,Sindgi Cross Lane,15.350502,75.136453
Streetlights not working at Court Road Colony for many nights; area is dark and unsafe.,Electricity,Medium,Court Road Colony,15.389975,75.099718
Streetlights not working at Madhalawada Circle for many nights; area is dark and unsafe.,Electricity,Low,Madhalawada Circle,15.392945,75.11293
Streetlights not working at Idgah Ground Colony for many nights; area is dark and unsafe.,Electricity,Low,Idgah Ground Colony,15.349454,75.102801
Frequent power cuts in Jubilee Circle Market causing problems for shops and households.,Electricity,Medium,Jubilee Circle Market,15.384695,75.152496
Frequent power cuts in Shivalli Circle Cross causing problems for shops and households.,Electricity,Medium,Shivalli Circle Cross,15.383392,75.102223
Frequent power cuts in Deshpande Nagar Circle causing problems for shops and households.,Electricity,Low,Deshpande Nagar Circle,15.386152,75.122496
Streetlights not working at Gandhinagar Main Road for many nights; area is dark and unsafe.,Electricity,Low,Gandhinagar Main Road,15.394602,75.105034
Voltage fluctuations in Hosayellapur Market are damaging electrical appliances.,Electricity,Low,Hosayellapur Market,15.372335,75.146816
Voltage fluctuations in Mahamane Layout Park are damaging electrical appliances.,Electricity,Medium,Mahamane Layout Park,15.382508,75.115338
Streetlights not working at Mahadevapura Market for many nights; area is dark and unsafe.,Electricity,Medium,Mahadevapura Market,15.356571,75.14903
Streetlights not working at Lamington Road Phase 1 for many nights; area is dark and unsafe.,Electricity,Low,Lamington Road Phase 1,15.339322,75.135092
Voltage fluctuations in Kamalakshi Layout Main Road are damaging electrical appliances.,Electricity,Medium,Kamalakshi Layout Main Road,15.366997,75.101226
Voltage fluctuations in Vasavi Colony Bazaar are damaging electrical appliances.,Electricity,Low,Vasavi Colony Bazaar,15.366822,75.099788
Voltage fluctuations in Bendre Layout Park are damaging electrical appliances.,Electricity,Medium,Bendre Layout Park,15.355601,75.135629
Frequent power cuts in Gokak Road Lane causing problems for shops and households.,Electricity,Medium,Gokak Road Lane,15.369156,75.096692
Streetlights not working at Sana Market Circle for many nights; area is dark and unsafe.,Electricity,Medium,Sana Market Circle,15.360871,75.15069
Frequent power cuts in Old Hubli Market causing problems for shops and households.,Electricity,Low,Old Hubli Market,15.36824,75.096953
Streetlights not working at Siddeshwar Road Market for many nights; area is dark and unsafe.,Electricity,Low,Siddeshwar Road Market,15.343573,75.13442
Voltage fluctuations in Koppikar Road Park are damaging electrical appliances.,Electricity,Medium,Koppikar Road Park,15.349821,75.147292
Voltage fluctuations in Shankar Sheth Road are damaging electrical appliances.,Electricity,Low,Shankar Sheth Road,15.36055,75.139362
Streetlights not working at Navanagar Phase 2 for many nights; area is dark and unsafe.,Electricity,Medium,Navanagar Phase 2,15.361827,75.125804
Streetlights not working at Appa Ghar Phase 1 for many nights; area is dark and unsafe.,Electricity,Medium,Appa Ghar Phase 1,15.368891,75.146058
Frequent power cuts in Tilakwadi Cross causing problems for shops and households.,Electricity,Low,Tilakwadi Cross,15.393511,75.128712
Voltage fluctuations in Dharwad Road are damaging electrical appliances.,Electricity,High,Dharwad Road,15.379968,75.128747
Frequent power cuts in Vasavi Colony Block causing problems for shops and households.,Electricity,Low,Vasavi Colony Block,15.366486,75.137323
Frequent power cuts in Madhalawada Phase 1 causing problems for shops and households.,Electricity,Medium,Madhalawada Phase 1,15.370792,75.139029
Frequent power cuts in Old Hubli Circle causing problems for shops and households.,Electricity,High,Old Hubli Circle,15.39043,75.13722
Frequent power cuts in Akash Nagar Extension causing problems for shops and households.,Electricity,High,Akash Nagar Extension,15.358913,75.135556
Streetlights not working at Kinnal Road Cross for many nights; area is dark and unsafe.,Electricity,Low,Kinnal Road Cross,15.357577,75.121964
Frequent power cuts in Akash Nagar Park causing problems for shops and households.,Electricity,High,Akash Nagar Park,15.356009,75.135936
Streetlights not working at Shivalli Circle Circle for many nights; area is dark and unsafe.,Electricity,High,Shivalli Circle Circle,15.35033,75.105536
Voltage fluctuations in Siddeshwar Road Main Road are damaging electrical appliances.,Electricity,Low,Siddeshwar Road Main Road,15.355083,75.138609
Streetlights not working at Court Road Cross for many nights; area is dark and unsafe.,Electricity,High,Court Road Cross,15.37107,75.152421
Voltage fluctuations in Koppikar Road Phase 1 are damaging electrical appliances.,Electricity,Medium,Koppikar Road Phase 1,15.344811,75.151316
Frequent power cuts in Court Road Phase 2 causing problems for shops and households.,Electricity,High,Court Road Phase 2,15.357785,75.095159
Voltage fluctuations in Moti Talav Cross are damaging electrical appliances.,Electricity,Medium,Moti Talav Cross,15.338863,75.103844
Voltage fluctuations in Cotton Market Park are damaging electrical appliances.,Electricity,Medium,Cotton Market Park,15.366813,75.152046
